Unnamed: 0,index,filename,output_classes,path
207,207,retina_55.png,retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/C04_1.png
638,638,non-retina_34.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/G01_1.png
1219,0,non-retina_107_hor.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-06-25 12.27.40/B01_1.png
1161,0,non-retina_28_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/A09_1.png
225,225,retina_368.png,retina,rxGFP_june19/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-06-25 14.22.18/G03_1.png
871,871,retina_480.png,retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/B04_1.png
157,157,retina_277.png,retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/D02_1.png
1012,1,non-retina_290_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/E04_1.png
320,320,non-retina_264.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl6/Scan _MyScan_ 2019-05-20 19.28.04/H06_1.png
1432,1,non-retina_59_vert.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/A03_1.png
144,144,retina_647.png,retina,rxGFP_may14/Eugene/BF_D6/pl6/Scan _MyScan_ 2019-05-20 19.28.04/B06_1.png
354,354,retina_563.png,retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/E04_1.png
1399,0,non-retina_155_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl1/Scan _MyScan_ 2019-05-20 23.42.46/A11_1.png
577,577,retina_599.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/C10_1.png
1385,0,non-retina_182_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/G01_1.png
591,591,non-retina_181.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/F12_1.png
329,329,retina_175.png,retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/C07_1.png
150,150,retina_875.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/H09_1.png
717,717,retina_76.png,retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/E11_1.png
204,204,retina_394.png,retina,rxGFP_june19/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-06-25 16.41.15/C01_1.png
1121,0,non-retina_250_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/H06_1.png
943,943,retina_197.png,retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/E07_1.png
860,860,retina_407.png,retina,rxGFP_may14/Eugene/BF_D6/pl1/Scan _MyScan_ 2019-05-20 23.42.46/B08_1.png
1036,1,non-retina_300_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/H11_1.png
1136,1,non-retina_208_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/H09_1.png
466,466,non-retina_41.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/C01_1.png
1102,1,non-retina_165_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/A02_1.png
1197,0,non-retina_41_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/C01_1.png
259,259,retina_652.png,retina,rxGFP_may14/Eugene/BF_D6/pl6/Scan _MyScan_ 2019-05-20 19.28.04/B11_1.png
399,399,retina_279.png,retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/D04_1.png
1174,1,non-retina_277_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/G01_1.png
648,648,non-retina_37.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A02_1.png
669,669,retina_745.png,retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/G09_1.png
518,518,retina_155.png,retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/E05_1.png
382,382,retina_87.png,retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G09_1.png
1388,1,non-retina_97_vert.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H01_1.png
1392,1,non-retina_101_vert.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/A12_1.png
1352,1,non-retina_203_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/H04_1.png
462,462,retina_798.png,retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/F09_1.png
759,759,retina_60.png,retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/C09_1.png
989,0,non-retina_245_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/G11_1.png
1154,1,non-retina_172_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/B01_1.png
1284,1,non-retina_205_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/H06_1.png
1029,0,non-retina_229_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/H11_1.png
261,261,retina_722.png,retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/E02_1.png
191,191,retina_863.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/G05_1.png
493,493,retina_530.png,retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/A05_1.png
392,392,non-retina_19.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H04_1.png
623,623,retina_838.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/D11_1.png
1275,0,non-retina_5_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/E01_1.png
784,784,non-retina_133.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-06-25 14.22.18/H06_1.png
136,136,non-retina_53.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/H06_1.png
1224,1,non-retina_265_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl6/Scan _MyScan_ 2019-05-20 19.28.04/H08_1.png
1201,0,non-retina_145_hor.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-06-25 16.41.15/A05_1.png
1171,0,non-retina_58_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/A02_1.png
84,84,retina_119.png,retina,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F08_1.png
231,231,non-retina_91.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/A08_1.png
114,114,retina_871.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/H02_1.png
536,536,retina_485.png,retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/B10_1.png
340,340,retina_42.png,retina,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/G04_1.png
878,878,retina_607.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/D08_1.png
1145,0,non-retina_190_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/H11_1.png
47,47,retina_446.png,retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/B07_1.png
1372,1,non-retina_238_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/B01_1.png
847,847,retina_819.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/C02_1.png
1225,0,non-retina_211_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/H12_1.png
168,168,retina_348.png,retina,rxGFP_june19/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-06-25 13.12.29/E01_1.png
533,533,retina_570.png,retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/F03_1.png
641,641,retina_185.png,retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/D06_1.png
711,711,retina_28.png,retina,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/E07_1.png
1077,0,non-retina_15_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/C01_1.png
8,8,retina_478.png,retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/B01_1.png
162,162,retina_617.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/E09_1.png
799,799,non-retina_67.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl6/Scan _MyScan_ 2019-05-31 18.55.08/H02_1.png
752,752,retina_839.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/E01_1.png
1395,0,non-retina_139_hor.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl6/Scan _MyScan_ 2019-06-25 15.19.18/D10_1.png
992,1,non-retina_294_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/H03_1.png
703,703,non-retina_213.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/A03_1.png
581,581,retina_301.png,retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/G03_1.png
156,156,non-retina_300.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/H11_1.png
914,914,retina_223.png,retina,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/B11_1.png
217,217,retina_550.png,retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/C08_1.png
1412,1,non-retina_17_vert.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H01_1.png
74,74,retina_613.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/E05_1.png
844,844,retina_375.png,retina,rxGFP_june19/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-06-25 14.52.10/E12_1.png
210,210,retina_38.png,retina,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/F07_1.png
323,323,retina_212.png,retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/G07_1.png
1337,0,non-retina_40_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/B12_1.png
1105,0,non-retina_151_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl1/Scan _MyScan_ 2019-05-20 23.42.46/A07_1.png
687,687,retina_831.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/D04_1.png
739,739,retina_861.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/G03_1.png
1260,1,non-retina_206_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/H07_1.png
115,115,non-retina_144.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-06-25 16.41.15/A03_1.png
1316,1,non-retina_85_vert.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/A02_1.png
1291,0,non-retina_214_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/C01_1.png
172,172,non-retina_166.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/A03_1.png
1202,1,non-retina_145_vert.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-06-25 16.41.15/A05_1.png
1259,0,non-retina_206_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/H07_1.png
490,490,retina_787.png,retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/E08_1.png
251,251,retina_698.png,retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/B07_1.png
826,826,retina_772.png,retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/D02_1.png
311,311,retina_401.png,retina,rxGFP_may14/Eugene/BF_D6/pl1/Scan _MyScan_ 2019-05-20 23.42.46/A12_1.png
475,475,retina_329.png,retina,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/E03_1.png
601,601,retina_159.png,retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/F05_1.png
1060,1,non-retina_302_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/A01_1.png
1119,0,non-retina_135_hor.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-06-25 14.52.10/C07_1.png
1434,1,non-retina_136_vert.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-06-25 14.52.10/D10_1.png
1427,0,non-retina_279_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/H05_1.png
348,348,retina_518.png,retina,rxGFP_may14/Eugene/BF_D6/pl3/Scan _MyScan_ 2019-05-20 22.54.10/F11_1.png
862,862,retina_458.png,retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/D10_1.png
665,665,retina_325.png,retina,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/C06_1.png
855,855,non-retina_98.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl8/Scan _MyScan_ 2019-05-31 20.37.09/H12_1.png
292,292,non-retina_165.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/A02_1.png
1258,1,non-retina_181_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/F12_1.png
805,805,non-retina_238.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/B01_1.png
851,851,retina_619.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/E11_1.png
32,32,retina_332.png,retina,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/G08_1.png
257,257,retina_634.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/G06_1.png
974,1,non-retina_38_vert.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A05_1.png
1309,0,non-retina_270_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/A12_1.png
5,5,retina_765.png,retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/C04_1.png
595,595,retina_443.png,retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/B03_1.png
916,916,retina_166.png,retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/B07_1.png
93,93,retina_381.png,retina,rxGFP_june19/Eugene/bf_d6/pl6/Scan _MyScan_ 2019-06-25 15.19.18/D08_1.png
856,856,retina_810.png,retina,rxGFP_may14/Eugene/BF_D6/pl9/Scan _MyScan_ 2019-05-20 17.51.09/B03_1.png
987,0,non-retina_293_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl8/Scan _MyScan_ 2019-05-20 18.20.51/H01_1.png
660,660,retina_51.png,retina,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B10_1.png
117,117,non-retina_72.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/A06_1.png
182,182,non-retina_42.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/E01_1.png
121,121,non-retina_236.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/A11_1.png
946,946,retina_707.png,retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/C07_1.png
1095,0,non-retina_275_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/F09_1.png
1367,0,non-retina_67_hor.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl6/Scan _MyScan_ 2019-05-31 18.55.08/H02_1.png
281,281,non-retina_275.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/F09_1.png
101,101,retina_562.png,retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/E03_1.png
1303,0,non-retina_284_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl7/Scan _MyScan_ 2019-05-20 18.51.16/H12_1.png
145,145,non-retina_229.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl4/Scan _MyScan_ 2019-05-20 22.31.55/H11_1.png
1140,1,non-retina_168_vert.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl2/Scan _MyScan_ 2019-05-20 23.20.21/A07_1.png
325,325,non-retina_4.png,non-retina,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/D01_1.png
955,0,non-retina_103_hor.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/B12_1.png
867,867,retina_218.png,retina,rxGFP_may25/Eugene/bf_d6/pl5/Scan _MyScan_ 2019-05-31 18.06.38/H06_1.png
793,793,retina_265.png,retina,rxGFP_may25/Eugene/bf_d6/pl7/Scan _MyScan_ 2019-05-31 19.30.08/G11_1.png
514,514,non-retina_107.png,non-retina,rxGFP_june19/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-06-25 12.27.40/B01_1.png
112,112,retina_628.png,retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/F10_1.png
892,892,retina_324.png,retina,rxGFP_june19/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-06-25 11.50.56/C01_1.png
1335,0,non-retina_239_hor.png,non-retina,rxGFP_may14/Eugene/BF_D6/pl5/Scan _MyScan_ 2019-05-20 22.04.01/B12_1.png
