,Unnamed: 0,path,choice_Petr,choice_Eugene,origin,output_classes,organoid/background_ratio,image_is_empty,new_filename,usage
27,82,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/G11_1.png,retina,satisfactory,may_25,,0.07292357744043733,False,unclassified_27.png,not_used
28,83,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/G12_1.png,retina,satisfactory,may_25,,0.06979393466084897,False,unclassified_28.png,not_used
29,85,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H02_1.png,retina,satisfactory,may_25,,0.06305966917814151,False,unclassified_29.png,not_used
30,87,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H04_1.png,retina,satisfactory,may_25,,0.06475820720334348,False,unclassified_30.png,not_used
31,88,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H05_1.png,retina,satisfactory,may_25,,0.07995776878409291,False,unclassified_31.png,not_used
32,89,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H06_1.png,retina,satisfactory,may_25,,0.0851999727512963,False,unclassified_32.png,not_used
33,90,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H07_1.png,retina,satisfactory,may_25,,0.07324195669034242,False,unclassified_33.png,not_used
34,91,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H08_1.png,retina,satisfactory,may_25,,0.10013672134324234,False,unclassified_34.png,not_used
35,92,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H09_1.png,retina,satisfactory,may_25,,0.0734903105761842,False,unclassified_35.png,not_used
36,94,rxGFP_may25/Eugene/bf_d6/pl1/Scan _MyScan_ 2019-05-31 14.09.29/H11_1.png,satisfactory,satisfactory,may_25,,0.06863073696600153,False,unclassified_36.png,not_used
37,98,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A03_1.png,retina,satisfactory,may_25,,0.060310913021154676,False,unclassified_37.png,not_used
38,100,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A05_1.png,retina,satisfactory,may_25,,0.06653496696513199,False,unclassified_38.png,not_used
39,101,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A06_1.png,retina,satisfactory,may_25,,0.059291839333236215,False,unclassified_39.png,not_used
40,104,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A09_1.png,satisfactory,satisfactory,may_25,,0.05488127057113327,False,unclassified_40.png,not_used
41,105,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A10_1.png,satisfactory,satisfactory,may_25,,0.06964995686379319,False,unclassified_41.png,not_used
42,106,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A11_1.png,retina,satisfactory,may_25,,0.056471700952258126,False,unclassified_42.png,not_used
43,107,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/A12_1.png,retina,satisfactory,may_25,,0.06252259076515462,False,unclassified_43.png,not_used
44,109,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B02_1.png,retina,satisfactory,may_25,,0.061289232016974636,False,unclassified_44.png,not_used
45,110,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B03_1.png,retina,satisfactory,may_25,,0.07077502080668885,False,unclassified_45.png,not_used
46,111,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B04_1.png,retina,satisfactory,may_25,,0.06973612368537194,False,unclassified_46.png,not_used
47,112,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B05_1.png,retina,satisfactory,may_25,,0.06841597147441117,False,unclassified_47.png,not_used
48,114,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B07_1.png,retina,satisfactory,may_25,,0.0655649616483734,False,unclassified_48.png,not_used
49,115,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B08_1.png,retina,satisfactory,may_25,,0.07901031471991908,False,unclassified_49.png,not_used
50,116,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/B09_1.png,retina,satisfactory,may_25,,0.0717844386941388,False,unclassified_50.png,not_used
51,121,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/C02_1.png,retina,satisfactory,may_25,,0.07462995920259215,False,unclassified_51.png,not_used
52,130,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/C11_1.png,retina,satisfactory,may_25,,0.08662555789112512,False,unclassified_52.png,not_used
53,131,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/C12_1.png,retina,satisfactory,may_25,,0.08049088628041645,False,unclassified_53.png,not_used
54,132,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/D01_1.png,satisfactory,satisfactory,may_25,,0.0614025161850385,False,unclassified_54.png,not_used
55,133,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/D02_1.png,retina,satisfactory,may_25,,0.07615756290193612,False,unclassified_55.png,not_used
56,136,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/D05_1.png,retina,satisfactory,may_25,,0.08291406136396684,False,unclassified_56.png,not_used
57,142,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/D11_1.png,retina,satisfactory,may_25,,0.07124113605018735,False,unclassified_57.png,not_used
58,143,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/D12_1.png,retina,satisfactory,may_25,,0.07295482268828536,False,unclassified_58.png,not_used
59,144,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/E01_1.png,retina,non-retina,may_25,,0.05933825304320839,False,unclassified_59.png,not_used
60,145,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/E02_1.png,retina,satisfactory,may_25,,0.06576222145897732,False,unclassified_60.png,not_used
61,146,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/E03_1.png,retina,satisfactory,may_25,,0.07490826246347791,False,unclassified_61.png,not_used
62,155,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/E12_1.png,retina,satisfactory,may_25,,0.07721560933530405,False,unclassified_62.png,not_used
63,157,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/F02_1.png,satisfactory,satisfactory,may_25,,0.07145965091569885,False,unclassified_63.png,not_used
64,159,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/F04_1.png,retina,satisfactory,may_25,,0.07755969371096343,False,unclassified_64.png,not_used
65,165,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/F10_1.png,retina,satisfactory,may_25,,0.08438902347007665,False,unclassified_65.png,not_used
66,166,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/F11_1.png,retina,satisfactory,may_25,,0.0780604656672414,False,unclassified_66.png,not_used
67,168,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G01_1.png,retina,satisfactory,may_25,,0.058380604292280674,False,unclassified_67.png,not_used
68,169,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G02_1.png,retina,satisfactory,may_25,,0.07415616872775131,False,unclassified_68.png,not_used
69,171,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G04_1.png,satisfactory,satisfactory,may_25,,0.0861522329794432,False,unclassified_69.png,not_used
70,173,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G06_1.png,retina,satisfactory,may_25,,0.08230621035043711,False,unclassified_70.png,not_used
71,175,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G08_1.png,retina,satisfactory,may_25,,0.085413473146106,False,unclassified_71.png,not_used
72,179,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/G12_1.png,retina,satisfactory,may_25,,0.07391130818070263,False,unclassified_72.png,not_used
73,182,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H03_1.png,satisfactory,satisfactory,may_25,,0.058320580412375575,False,unclassified_73.png,not_used
74,184,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H05_1.png,satisfactory,satisfactory,may_25,,0.07078604705161431,False,unclassified_74.png,not_used
75,186,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H07_1.png,satisfactory,satisfactory,may_25,,0.0783511971811789,False,unclassified_75.png,not_used
76,187,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H08_1.png,satisfactory,satisfactory,may_25,,0.07833988751944057,False,unclassified_76.png,not_used
77,189,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H10_1.png,retina,satisfactory,may_25,,0.07366007777908012,False,unclassified_77.png,not_used
78,191,rxGFP_may25/Eugene/bf_d6/pl2/Scan _MyScan_ 2019-05-31 14.41.03/H12_1.png,satisfactory,satisfactory,may_25,,0.06904083628645755,False,unclassified_78.png,not_used
79,203,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/A12_1.png,satisfactory,satisfactory,may_25,,0.06391021711499233,False,unclassified_79.png,not_used
80,205,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B02_1.png,satisfactory,satisfactory,may_25,,0.06036897767941597,False,unclassified_80.png,not_used
81,206,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B03_1.png,retina,satisfactory,may_25,,0.06611264459263917,False,unclassified_81.png,not_used
82,207,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B04_1.png,retina,satisfactory,may_25,,0.07685883497669321,False,unclassified_82.png,not_used
83,211,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B08_1.png,retina,satisfactory,may_25,,0.07740350914179399,False,unclassified_83.png,not_used
84,213,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B10_1.png,retina,satisfactory,may_25,,0.0843867990367304,False,unclassified_84.png,not_used
85,214,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B11_1.png,retina,satisfactory,may_25,,0.07772680378427026,False,unclassified_85.png,not_used
86,215,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/B12_1.png,satisfactory,satisfactory,may_25,,0.07636136909924313,False,unclassified_86.png,not_used
87,217,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/C02_1.png,satisfactory,satisfactory,may_25,,0.06569265833850807,False,unclassified_87.png,not_used
88,221,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/C06_1.png,retina,satisfactory,may_25,,0.07721090075439113,False,unclassified_88.png,not_used
89,224,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/C09_1.png,retina,satisfactory,may_25,,0.07729037103589627,False,unclassified_89.png,not_used
90,227,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/C12_1.png,retina,satisfactory,may_25,,0.08348425984872666,False,unclassified_90.png,not_used
91,228,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/D01_1.png,retina,non-retina,may_25,,0.05974303071281465,False,unclassified_91.png,not_used
92,229,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/D02_1.png,retina,satisfactory,may_25,,0.06846958723797995,False,unclassified_92.png,not_used
93,232,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/D05_1.png,retina,satisfactory,may_25,,0.08866580018233383,False,unclassified_93.png,not_used
94,235,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/D08_1.png,retina,satisfactory,may_25,,0.0797604725166468,False,unclassified_94.png,not_used
95,239,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/D12_1.png,retina,satisfactory,may_25,,0.07806227013672479,False,unclassified_95.png,not_used
96,241,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/E02_1.png,satisfactory,satisfactory,may_25,,0.0709472238345997,False,unclassified_96.png,not_used
97,243,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/E04_1.png,retina,satisfactory,may_25,,0.08444604230119639,False,unclassified_97.png,not_used
98,250,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/E11_1.png,retina,satisfactory,may_25,,0.09441610169189607,False,unclassified_98.png,not_used
99,251,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/E12_1.png,retina,satisfactory,may_25,,0.10078662425232177,False,unclassified_99.png,not_used
100,253,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F02_1.png,retina,satisfactory,may_25,,0.07453435159897613,False,unclassified_100.png,not_used
101,254,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F03_1.png,retina,satisfactory,may_25,,0.08175384135910996,False,unclassified_101.png,not_used
102,260,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F09_1.png,retina,satisfactory,may_25,,0.07876297539838098,False,unclassified_102.png,not_used
103,261,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F10_1.png,retina,satisfactory,may_25,,0.07881920452061134,False,unclassified_103.png,not_used
104,262,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F11_1.png,retina,satisfactory,may_25,,0.08728148879615767,False,unclassified_104.png,not_used
105,263,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/F12_1.png,retina,satisfactory,may_25,,0.09205288655093624,False,unclassified_105.png,not_used
106,265,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/G02_1.png,retina,satisfactory,may_25,,0.07145814842510605,False,unclassified_106.png,not_used
107,267,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/G04_1.png,retina,satisfactory,may_25,,0.07726297816727358,False,unclassified_107.png,not_used
108,269,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/G06_1.png,retina,satisfactory,may_25,,0.07719228656326622,False,unclassified_108.png,not_used
109,272,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/G09_1.png,retina,satisfactory,may_25,,0.07615475609627677,False,unclassified_109.png,not_used
110,277,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H02_1.png,satisfactory,satisfactory,may_25,,0.06151137339482625,False,unclassified_110.png,not_used
111,279,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H04_1.png,retina,satisfactory,may_25,,0.07363683918605965,False,unclassified_111.png,not_used
112,280,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H05_1.png,retina,satisfactory,may_25,,0.06886075552564003,False,unclassified_112.png,not_used
113,281,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H06_1.png,retina,non-retina,may_25,,0.08981083679529434,False,unclassified_113.png,not_used
114,283,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H08_1.png,retina,satisfactory,may_25,,0.08522867027065288,False,unclassified_114.png,not_used
115,284,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H09_1.png,retina,satisfactory,may_25,,0.06716254287220733,False,unclassified_115.png,not_used
116,285,rxGFP_may25/Eugene/bf_d6/pl3/Scan _MyScan_ 2019-05-31 15.58.58/H10_1.png,retina,satisfactory,may_25,,0.08832351123637844,False,unclassified_116.png,not_used
117,290,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A03_1.png,satisfactory,satisfactory,may_25,,0.07084525416535585,False,unclassified_117.png,not_used
118,291,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A04_1.png,satisfactory,satisfactory,may_25,,0.06806752295493396,False,unclassified_118.png,not_used
119,293,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A06_1.png,satisfactory,retina,may_25,,0.06312202963679482,False,unclassified_119.png,not_used
120,294,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A07_1.png,satisfactory,satisfactory,may_25,,0.06288010698138292,False,unclassified_120.png,not_used
121,295,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A08_1.png,retina,satisfactory,may_25,,0.062460411683874964,False,unclassified_121.png,not_used
122,297,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A10_1.png,retina,satisfactory,may_25,,0.06998006144454791,False,unclassified_122.png,not_used
123,298,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A11_1.png,retina,non-retina,may_25,,0.06887294857363561,False,unclassified_123.png,not_used
124,299,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/A12_1.png,retina,satisfactory,may_25,,0.0815073593485115,False,unclassified_124.png,not_used
125,301,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/B02_1.png,satisfactory,satisfactory,may_25,,0.06820677855771591,False,unclassified_125.png,not_used
126,302,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/B03_1.png,retina,satisfactory,may_25,,0.0663634665589394,False,unclassified_126.png,not_used
127,310,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/B11_1.png,retina,satisfactory,may_25,,0.09310590793688392,False,unclassified_127.png,not_used
128,313,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/C02_1.png,satisfactory,satisfactory,may_25,,0.0655265047328022,False,unclassified_128.png,not_used
129,322,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/C11_1.png,retina,satisfactory,may_25,,0.08500786308605597,False,unclassified_129.png,not_used
130,323,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/C12_1.png,retina,satisfactory,may_25,,0.07031910806886177,False,unclassified_130.png,not_used
131,324,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/D01_1.png,satisfactory,satisfactory,may_25,,0.05251134316621882,False,unclassified_131.png,not_used
132,325,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/D02_1.png,satisfactory,retina,may_25,,0.08247076669914323,False,unclassified_132.png,not_used
133,327,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/D04_1.png,retina,satisfactory,may_25,,0.07525928342533006,False,unclassified_133.png,not_used
134,335,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/D12_1.png,satisfactory,retina,may_25,,0.0797635515776411,False,unclassified_134.png,not_used
135,338,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/E03_1.png,satisfactory,satisfactory,may_25,,0.04818752550406272,False,unclassified_135.png,not_used
136,347,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/E12_1.png,satisfactory,retina,may_25,,0.09301655227020993,False,unclassified_136.png,not_used
137,349,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/F02_1.png,satisfactory,satisfactory,may_25,,0.0771619873136762,False,unclassified_137.png,not_used
138,351,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/F04_1.png,retina,satisfactory,may_25,,0.08337951018420152,False,unclassified_138.png,not_used
139,355,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/F08_1.png,retina,satisfactory,may_25,,0.08741471173807383,False,unclassified_139.png,not_used
140,359,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/F12_1.png,satisfactory,satisfactory,may_25,,0.08428878332600748,False,unclassified_140.png,not_used
141,361,rxGFP_may25/Eugene/bf_d6/pl4/Scan _MyScan_ 2019-05-31 17.35.28/G02_1.png,satisfactory,retina,may_25,,0.07614417017635527,False,unclassified_141.png,not_used
